continent;location;date;total_cases;total_deaths;total_tests;positive_rate;total_vaccinations;population;aged_65_older;aged_70_older;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers
South America;Colombia;18/03/2021;2319293;61636;12105604;0,122;1076496;50882884;7,646;4,312;124,24;7,44;4,7;13,5
South America;Colombia;19/03/2021;2324426;61771;12149590;0,128;1131999;50882884;7,646;4,312;124,24;7,44;4,7;13,5
South America;Colombia;20/03/2021;2331187;61907;12210290;0,136;1182098;50882884;7,646;4,312;124,24;7,44;4,7;13,5
South America;Colombia;21/03/2021;2337230;62028;12249183;0,141;1215008;50882884;7,646;4,312;124,24;7,44;4,7;13,5
South America;Colombia;22/03/2021;2342278;62148;12277309;0,147;1238259;50882884;7,646;4,312;124,24;7,44;4,7;13,5
South America;Colombia;23/03/2021;2347224;62274;12305901;0,15;1299809;50882884;7,646;4,312;124,24;7,44;4,7;13,5
South America;Colombia;24/03/2021;2353210;62394;12349517;0,152;1385503;50882884;7,646;4,312;124,24;7,44;4,7;13,5
South America;Colombia;25/03/2021;2359942;62519;12401610;0,16;1476364;50882884;7,646;4,312;124,24;7,44;4,7;13,5
South America;Colombia;26/03/2021;2367337;62645;12448098;0,162;1596288;50882884;7,646;4,312;124,24;7,44;4,7;13,5
South America;Colombia;27/03/2021;2375591;62790;12504795;0,167;1726924;50882884;7,646;4,312;124,24;7,44;4,7;13,5
South America;Colombia;28/03/2021;2382730;62955;12549134;0,173;1818861;50882884;7,646;4,312;124,24;7,44;4,7;13,5
South America;Colombia;29/03/2021;2389779;63079;12592062;0,178;1965054;50882884;7,646;4,312;124,24;7,44;4,7;13,5
South America;Colombia;30/03/2021;2397731;63255;;;;50882884;7,646;4,312;124,24;7,44;4,7;13,5
South America;Ecuador;01/04/2020;2748;93;5591;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;02/04/2020;3163;120;6302;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;03/04/2020;3368;145;6656;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;04/04/2020;3465;172;6834;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;05/04/2020;3646;180;7249;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;06/04/2020;3747;191;7590;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;07/04/2020;3747;191;7951;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;08/04/2020;4450;242;8658;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;09/04/2020;4965;272;9639;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;10/04/2020;7161;297;13657;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;11/04/2020;7257;315;14201;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;12/04/2020;7466;333;14584;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;13/04/2020;7529;355;14826;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;14/04/2020;7603;369;15098;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;15/04/2020;7858;388;15614;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;16/04/2020;8225;403;16137;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;17/04/2020;8450;421;16525;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;18/04/2020;9022;456;17513;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;19/04/2020;9468;474;18433;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;20/04/2020;10128;507;19860;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;21/04/2020;10398;520;20480;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;22/04/2020;10850;537;21607;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;23/04/2020;11183;560;23383;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;24/04/2020;22719;576;;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;25/04/2020;22719;576;;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;26/04/2020;22719;576;;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;27/04/2020;23240;663;31134;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;28/04/2020;24258;871;32460;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;29/04/2020;24675;883;33684;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;30/04/2020;24934;900;34347;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;01/05/2020;26336;1063;37061;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;02/05/2020;27464;1371;38924;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;03/05/2020;29538;1564;43727;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;04/05/2020;31881;1569;46260;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;05/05/2020;31881;1569;;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;06/05/2020;31881;1618;42870;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;07/05/2020;30298;1654;44373;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;08/05/2020;28818;1704;40630;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;09/05/2020;29071;1717;41501;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;10/05/2020;29559;2127;43315;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;11/05/2020;29509;2145;41938;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;12/05/2020;30419;2327;44188;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;13/05/2020;30486;2334;44285;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;14/05/2020;30502;2338;44349;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;15/05/2020;31467;2594;47881;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;16/05/2020;32763;2688;50020;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;17/05/2020;33182;2736;51395;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;18/05/2020;33582;2799;52712;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;19/05/2020;34151;2839;53813;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;20/05/2020;34854;2888;55384;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;21/05/2020;35306;2939;57126;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;22/05/2020;35828;3056;59535;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;23/05/2020;36258;3096;60696;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;24/05/2020;36756;3108;61927;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;25/05/2020;37355;3203;64195;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;26/05/2020;37355;3203;64777;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;27/05/2020;38103;3275;66360;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;28/05/2020;38471;3313;67139;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;29/05/2020;38571;3334;67718;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;30/05/2020;38571;3334;68231;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;31/05/2020;39098;3358;68988;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;01/06/2020;39098;3358;71422;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;02/06/2020;40414;3438;72769;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;03/06/2020;40966;3486;74728;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;04/06/2020;40966;3486;76143;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;05/06/2020;41575;3534;78279;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;06/06/2020;42728;3608;79123;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;07/06/2020;43120;3621;80376;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;08/06/2020;43378;3642;80796;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;09/06/2020;43917;3690;82279;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;10/06/2020;44440;3720;83400;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;11/06/2020;44440;3720;85592;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;12/06/2020;45778;3828;87561;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;13/06/2020;46356;3874;88946;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;14/06/2020;46751;3896;89842;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;15/06/2020;47322;3929;91101;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;16/06/2020;47943;3970;92964;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;17/06/2020;48490;4007;94226;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;18/06/2020;49097;4087;95696;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;19/06/2020;49731;4156;97575;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;20/06/2020;49731;4156;99041;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;21/06/2020;50640;4223;100268;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;22/06/2020;50640;4223;100756;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;23/06/2020;51643;4274;102855;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;24/06/2020;51643;4274;104572;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;25/06/2020;53156;4343;106476;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;26/06/2020;53856;4406;108471;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;27/06/2020;54574;4424;109939;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;28/06/2020;55255;4429;111523;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;29/06/2020;55665;4502;112845;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;30/06/2020;56432;4527;114910;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;01/07/2020;58257;4576;117603;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;02/07/2020;59468;4639;120346;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;03/07/2020;60657;4700;122631;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;04/07/2020;61535;4769;124735;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;05/07/2020;61958;4781;125734;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;06/07/2020;62380;4821;126699;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;07/07/2020;63245;4873;128825;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;08/07/2020;63245;4873;131222;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;09/07/2020;64221;4900;133207;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;10/07/2020;65018;4939;134811;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;11/07/2020;67209;5031;137419;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;12/07/2020;67870;5047;139271;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;13/07/2020;68459;5063;140602;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;14/07/2020;69570;5130;142990;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;15/07/2020;70329;5158;145207;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;16/07/2020;71365;5207;147993;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;17/07/2020;72444;5250;150361;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;18/07/2020;73382;5282;152448;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;19/07/2020;74013;5313;154150;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;20/07/2020;74620;5318;155768;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;21/07/2020;76217;5366;159152;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;22/07/2020;77257;5418;161443;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;23/07/2020;78148;5439;163598;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;24/07/2020;79049;5468;165712;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;25/07/2020;80036;5507;167782;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;26/07/2020;80694;5515;169605;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;27/07/2020;81161;5532;170731;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;28/07/2020;82279;5584;174095;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;29/07/2020;83193;5623;176208;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;30/07/2020;84370;5657;179093;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;31/07/2020;85355;5702;181594;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;01/08/2020;86232;5736;184045;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;02/08/2020;86232;5736;184923;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;03/08/2020;87041;5767;186336;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;04/08/2020;87963;5808;188431;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;05/08/2020;88866;5847;190587;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;06/08/2020;90537;5877;194349;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;07/08/2020;91969;5897;197857;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;08/08/2020;93572;5916;202394;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;09/08/2020;94459;5922;204729;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;10/08/2020;94701;5932;205364;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;11/08/2020;95563;5951;207536;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;12/08/2020;97110;5984;211192;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;13/08/2020;98343;6010;214477;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;14/08/2020;99409;6030;217474;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;15/08/2020;100688;6065;221163;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;16/08/2020;101542;6070;223842;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;17/08/2020;101751;6083;224835;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;18/08/2020;102941;6105;228038;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;19/08/2020;104475;6146;231883;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;20/08/2020;105508;6200;235401;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;21/08/2020;106481;6248;238158;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;22/08/2020;107089;6277;239766;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;23/08/2020;107769;6310;242114;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;24/08/2020;108289;6322;243437;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;25/08/2020;109030;6368;245983;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;26/08/2020;110549;6410;249452;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;27/08/2020;111219;6471;251532;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;28/08/2020;112141;6504;253976;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;29/08/2020;112906;6537;256212;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;30/08/2020;113648;6555;258266;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;31/08/2020;113767;6556;258893;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;01/09/2020;114309;6571;260413;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;02/09/2020;115457;6619;263241;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;03/09/2020;116360;6648;265640;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;04/09/2020;117175;6674;267992;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;05/09/2020;118045;6724;270618;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;06/09/2020;118045;6724;272981;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;07/09/2020;110092;10576;273730;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;08/09/2020;110757;10627;275241;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;09/09/2020;112166;10701;278939;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;10/09/2020;113206;10749;281920;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;11/09/2020;114732;10836;286756;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;12/09/2020;116451;10864;290896;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;13/09/2020;118594;10903;294328;;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;14/09/2020;118911;10922;295374;0,407;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;15/09/2020;119553;10963;297387;0,397;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;16/09/2020;121525;10996;302597;0,396;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;17/09/2020;122257;11029;308927;0,335;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;18/09/2020;124129;11044;313575;0,35;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;19/09/2020;125620;11084;320239;0,312;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;20/09/2020;126419;11090;323679;0,267;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;21/09/2020;126711;11095;324408;0,269;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;22/09/2020;127643;11126;326943;0,274;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;23/09/2020;129892;11171;333088;0,274;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;24/09/2020;131146;11213;337427;0,312;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;25/09/2020;132475;11236;341824;0,295;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;26/09/2020;133981;11273;347782;0,304;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;27/09/2020;134747;11279;350498;0,311;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;28/09/2020;134965;11280;351221;0,308;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;29/09/2020;135749;11312;354601;0,293;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;30/09/2020;137047;11355;359918;0,267;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;01/10/2020;138584;11433;365003;0,27;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;02/10/2020;139534;11495;369546;0,255;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;03/10/2020;140351;11597;372814;0,254;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;04/10/2020;141034;11647;375275;0,254;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;05/10/2020;141339;11681;376295;0,254;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;06/10/2020;142056;11702;378871;0,26;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;07/10/2020;143531;11743;384086;0,268;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;08/10/2020;145045;12141;388866;0,271;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;09/10/2020;145848;12175;392634;0,273;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;10/10/2020;146828;12188;398580;0,251;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;11/10/2020;147033;12191;399621;0,246;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;12/10/2020;147315;12218;400622;0,246;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;13/10/2020;148171;12235;403402;0,249;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;14/10/2020;149083;12264;407895;0,233;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;15/10/2020;150360;12306;413062;0,22;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;16/10/2020;151659;12357;417618;0,233;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;17/10/2020;152422;12375;420518;0,255;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;18/10/2020;153289;12387;424875;0,248;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;19/10/2020;153423;12395;425441;0,246;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;20/10/2020;154115;12404;427572;0,246;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;21/10/2020;155625;12453;433720;0,253;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;22/10/2020;156451;12500;438393;0,24;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;23/10/2020;158270;12528;447814;0,219;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;24/10/2020;159614;12542;455177;0,208;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;25/10/2020;161635;12553;465301;0,206;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;26/10/2020;162178;12573;466722;0,212;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;27/10/2020;163192;12588;471279;0,208;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;28/10/2020;164908;12608;477494;0,212;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;29/10/2020;166302;12622;484451;0,214;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;30/10/2020;167147;12632;487897;0,221;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;31/10/2020;168192;12670;493332;0,225;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;01/11/2020;169194;12684;497083;0,238;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;02/11/2020;169562;12692;498411;0,233;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;03/11/2020;170110;12698;500231;0,239;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;04/11/2020;171433;12704;505539;0,233;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;05/11/2020;171783;12730;508214;0,231;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;06/11/2020;172508;12761;512577;0,217;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;07/11/2020;173486;12815;516681;0,227;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;08/11/2020;174907;12830;523423;0,217;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;09/11/2020;175269;12839;524979;0,215;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;10/11/2020;175711;12849;526929;0,21;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;11/11/2020;176630;12920;531102;0,203;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;12/11/2020;177513;12946;534503;0,218;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;13/11/2020;178674;12977;539089;0,233;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;14/11/2020;179627;12997;543474;0,229;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;15/11/2020;180295;13008;546619;0,232;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;16/11/2020;180676;13016;547995;0,235;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;17/11/2020;181104;13025;550021;0,234;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;18/11/2020;182250;13052;554884;0,236;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;19/11/2020;183246;13073;559904;0,226;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;20/11/2020;183840;13095;563606;0,211;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;21/11/2020;184876;13139;568591;0,209;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;22/11/2020;185643;13201;575028;0,188;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;23/11/2020;185944;13225;577077;0,181;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;24/11/2020;186436;13264;579777;0,179;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;25/11/2020;187230;13288;583200;0,176;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;26/11/2020;188138;13316;588759;0,17;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;27/11/2020;189534;13358;594125;0,187;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;28/11/2020;190909;13371;600713;0,188;;17643060;7,104;4,458;140,448;5,55;2;12,3
South America;Ecuador;29/11/2020;192117;13423;606015;0,209;;17643060;7,104;4,458;140,448;5,55;2;12,3
