continent;location;date;total_cases;total_deaths;total_tests;positive_rate;total_vaccinations;population;aged_65_older;aged_70_older;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers
South America;Argentina;01/04/2020;1054;28;7164;0,17;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;02/04/2020;1133;36;8455;0,134;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;03/04/2020;1265;39;9700;0,121;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;04/04/2020;1451;43;10790;0,121;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;05/04/2020;1451;44;11615;0,109;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;06/04/2020;1554;48;12704;0,104;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;07/04/2020;1628;56;14080;0,073;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;08/04/2020;1715;63;15611;0,078;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;09/04/2020;1795;72;17038;0,077;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;10/04/2020;1975;82;18270;0,083;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;11/04/2020;1975;83;19603;0,059;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;12/04/2020;2142;90;20666;0,076;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;13/04/2020;2208;97;22078;0,07;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;14/04/2020;2277;102;23744;0,067;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;15/04/2020;2443;111;25435;0,074;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;16/04/2020;2571;115;27164;0,077;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;17/04/2020;2669;123;28869;0,065;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;18/04/2020;2758;129;30504;0,072;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;19/04/2020;2839;132;31686;0,063;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;20/04/2020;2941;136;33498;0,064;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;21/04/2020;3031;147;35769;0,063;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;22/04/2020;3144;152;37770;0,057;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;23/04/2020;3435;165;39943;0,068;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;24/04/2020;3607;176;42394;0,069;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;25/04/2020;3780;185;44446;0,073;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;26/04/2020;3892;192;45849;0,074;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;27/04/2020;4003;197;47628;0,075;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;28/04/2020;4127;207;49737;0,078;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;29/04/2020;4285;214;52107;0,08;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;30/04/2020;4428;218;54296;0,069;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;01/05/2020;4532;225;56727;0,065;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;02/05/2020;4681;237;58611;0,064;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;03/05/2020;4783;246;60446;0,061;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;04/05/2020;4887;260;62843;0,058;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;05/05/2020;5020;264;66137;0,054;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;06/05/2020;5208;273;69263;0,054;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;07/05/2020;5371;282;72446;0,052;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;08/05/2020;5611;293;75454;0,058;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;09/05/2020;5776;300;78470;0,055;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;10/05/2020;6034;305;80354;0,063;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;11/05/2020;6278;314;83231;0,068;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;12/05/2020;6563;319;86311;0,076;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;13/05/2020;6879;329;89998;0,081;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;14/05/2020;7134;353;93501;0,084;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;15/05/2020;7479;356;97195;0,086;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;16/05/2020;7805;363;100431;0,092;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;17/05/2020;8068;373;102774;0,091;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;18/05/2020;8371;382;106250;0,091;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;19/05/2020;8809;393;111038;0,091;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;20/05/2020;9283;403;115964;0,093;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;21/05/2020;9931;416;121027;0,102;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;22/05/2020;10649;433;125862;0,111;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;23/05/2020;11353;445;129853;0,121;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;24/05/2020;12076;452;133149;0,132;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;25/05/2020;12628;467;136807;0,139;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;26/05/2020;13228;484;140922;0,148;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;27/05/2020;13933;500;145699;0,156;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;28/05/2020;14702;508;150607;0,161;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;29/05/2020;15419;520;156139;0,158;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;30/05/2020;16214;528;160696;0,158;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;31/05/2020;16851;539;163827;0,156;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;01/06/2020;17415;556;168088;0,153;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;02/06/2020;18319;569;172739;0,16;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;03/06/2020;19268;583;178088;0,165;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;04/06/2020;20197;608;183133;0,169;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;05/06/2020;21037;632;188524;0,173;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;06/06/2020;22020;648;193662;0,176;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;07/06/2020;22794;664;196319;0,183;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;08/06/2020;23620;693;201158;0,188;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;09/06/2020;24761;717;206930;0,188;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;10/06/2020;25987;735;213277;0,191;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;11/06/2020;27373;765;219924;0,195;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;12/06/2020;28764;785;227318;0,199;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;13/06/2020;30295;815;233820;0,206;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;14/06/2020;31577;833;238232;0,21;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;15/06/2020;32785;854;242984;0,219;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;16/06/2020;34159;878;249414;0,221;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;17/06/2020;35552;913;257102;0,218;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;18/06/2020;37510;948;265398;0,223;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;19/06/2020;39570;979;273752;0,233;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;20/06/2020;41204;992;281955;0,227;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;21/06/2020;42785;1011;287574;0,227;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;22/06/2020;44931;1043;295153;0,233;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;23/06/2020;47203;1078;304365;0,237;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;24/06/2020;49851;1116;313333;0,254;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;25/06/2020;52457;1150;322942;0,26;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;26/06/2020;55343;1184;333007;0,266;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;27/06/2020;57744;1207;341259;0,279;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;28/06/2020;59933;1232;346647;0,29;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;29/06/2020;62268;1280;354409;0,293;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;30/06/2020;64530;1307;363269;0,294;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;01/07/2020;67197;1351;372245;0,294;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;02/07/2020;69941;1385;381556;0,298;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;03/07/2020;72786;1437;391658;0,297;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;04/07/2020;75376;1481;401539;0,293;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;05/07/2020;77815;1507;407437;0,294;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;06/07/2020;80447;1582;415938;0,295;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;07/07/2020;83426;1644;426260;0,3;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;08/07/2020;87030;1694;438229;0,301;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;09/07/2020;90693;1720;449215;0,307;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;10/07/2020;94060;1774;459427;0,314;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;11/07/2020;97509;1810;468998;0,328;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;12/07/2020;100166;1845;475699;0,327;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;13/07/2020;103265;1903;485813;0,327;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;14/07/2020;106910;1968;498051;0,327;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;15/07/2020;111146;2050;510583;0,333;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;16/07/2020;114783;2112;522997;0,327;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;17/07/2020;119301;2178;536636;0,327;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;18/07/2020;122524;2220;549007;0,313;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;19/07/2020;126755;2260;557455;0,325;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;20/07/2020;130774;2373;569760;0,328;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;21/07/2020;136118;2490;583872;0,34;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;22/07/2020;141900;2588;599049;0,348;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;23/07/2020;148027;2702;613905;0,366;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;24/07/2020;153520;2807;629406;0,369;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;25/07/2020;158334;2893;642472;0,383;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;26/07/2020;162526;2939;652050;0,378;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;27/07/2020;167416;3059;665450;0,383;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;28/07/2020;173355;3179;681348;0,382;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;29/07/2020;178996;3288;698171;0,374;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;30/07/2020;185373;3441;714631;0,371;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;31/07/2020;191302;3543;732545;0,366;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;01/08/2020;196543;3596;746148;0,369;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;02/08/2020;201919;3648;757820;0,372;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;03/08/2020;206743;3813;773267;0,365;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;04/08/2020;213535;3979;791721;0,364;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;05/08/2020;220682;4106;811239;0,369;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;06/08/2020;228195;4251;830959;0,368;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;07/08/2020;235677;4411;851136;0,374;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;08/08/2020;241811;4523;868624;0,37;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;09/08/2020;246499;4606;880133;0,364;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;10/08/2020;253868;4764;897922;0,378;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;11/08/2020;260911;5004;919172;0,372;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;12/08/2020;268574;5213;940288;0,371;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;13/08/2020;276072;5362;960927;0,368;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;14/08/2020;282437;5527;982178;0,357;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;15/08/2020;289100;5637;1000447;0,359;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;16/08/2020;294569;5703;1012009;0,365;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;17/08/2020;299126;5814;1026374;0,352;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;18/08/2020;305966;6048;1043641;0,362;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;19/08/2020;312659;6330;1063341;0,358;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;20/08/2020;320884;6517;1084103;0,364;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;21/08/2020;329043;6730;1105009;0,379;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;22/08/2020;336802;6848;1122875;0,39;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;23/08/2020;342154;6985;1134814;0,387;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;24/08/2020;350867;7366;1154347;0,404;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;25/08/2020;359638;7563;1176053;0,405;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;26/08/2020;370188;7839;1199304;0,423;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;27/08/2020;380292;8050;1223780;0,425;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;28/08/2020;392009;8271;1248148;0,44;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;29/08/2020;401239;8353;1267884;0,444;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;30/08/2020;408426;8457;1283514;0,446;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;31/08/2020;417735;8660;1303841;0,447;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;01/09/2020;428239;8919;1327573;0,453;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;02/09/2020;439172;9118;1351093;0,454;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;03/09/2020;451198;9361;1374725;0,47;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;04/09/2020;461882;9623;1398335;0,465;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;05/09/2020;471806;9739;1419709;0,465;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;06/09/2020;478792;9859;1433063;0,471;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;07/09/2020;488007;10129;1454198;0,467;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;08/09/2020;500034;10405;1478694;0,475;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;09/09/2020;512293;10658;1505361;0,474;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;10/09/2020;524198;10907;1531083;0,467;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;11/09/2020;535705;11148;1558596;0,461;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;12/09/2020;546481;11263;1580452;0,465;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;13/09/2020;555537;11352;1595408;0,473;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;14/09/2020;565446;11667;1618618;0,471;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;15/09/2020;577338;11852;1643041;0,47;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;16/09/2020;589012;12116;1668483;0,47;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;17/09/2020;601713;12460;1694969;0,473;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;18/09/2020;613658;12656;1721976;0,477;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;19/09/2020;622934;12799;1743346;0,469;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;20/09/2020;631365;13053;1756527;0,471;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;21/09/2020;640147;13482;1777542;0,47;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;22/09/2020;652174;13952;1802222;0,47;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;23/09/2020;664799;14376;1828795;0,473;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;24/09/2020;678266;14766;1855264;0,478;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;25/09/2020;691235;15208;1882642;0,483;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;26/09/2020;702484;15543;1903236;0,498;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;27/09/2020;711325;15749;1917916;0,495;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;28/09/2020;723132;16113;1941314;0,507;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;29/09/2020;736609;16519;1969432;0,505;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;30/09/2020;751001;16937;1998429;0,508;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;01/10/2020;765002;20288;2028207;0,502;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;02/10/2020;779689;20599;2059234;0,501;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;03/10/2020;790818;20795;2084077;0,488;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;04/10/2020;798486;21018;2098096;0,484;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;05/10/2020;809728;21468;2123721;0,475;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;06/10/2020;824468;21827;2156053;0,471;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;07/10/2020;840915;22226;2187477;0,476;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;08/10/2020;856369;22710;2220521;0,475;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;09/10/2020;871468;23225;2255665;0,467;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;10/10/2020;883882;23581;2280435;0,474;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;11/10/2020;894206;23868;2296938;0,481;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;12/10/2020;903730;24186;2315106;0,491;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;13/10/2020;917035;24572;2344496;0,491;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;14/10/2020;931967;24921;2379667;0,474;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;15/10/2020;949063;25342;2414902;0,477;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;16/10/2020;965609;25723;2450478;0,483;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;17/10/2020;979119;26107;2481059;0,475;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;18/10/2020;989680;26267;2496448;0,479;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;19/10/2020;1002662;26716;2529446;0,462;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;20/10/2020;1018999;27100;2562935;0,467;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;21/10/2020;1037325;27519;2600029;0,478;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;22/10/2020;1053650;27957;2636125;0,473;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;23/10/2020;1069368;28338;2670049;0,473;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;24/10/2020;1081336;28613;2694222;0,48;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;25/10/2020;1090589;28896;2708403;0,476;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;26/10/2020;1102301;29301;2736765;0,481;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;27/10/2020;1116609;29730;2767509;0,477;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;28/10/2020;1130533;30071;2799205;0,468;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;29/10/2020;1143800;30442;2828669;0,468;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;30/10/2020;1157179;30792;2858796;0,465;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;31/10/2020;1166924;31002;2879820;0,461;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;01/11/2020;1173533;31140;2893116;0,449;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;02/11/2020;1183131;31623;2917680;0,447;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;03/11/2020;1195276;32052;2946527;0,439;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;04/11/2020;1205928;32520;2973648;0,432;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;05/11/2020;1217028;32766;3005574;0,414;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;06/11/2020;1228814;33136;3034426;0,408;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;07/11/2020;1236851;33348;3055028;0,399;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;08/11/2020;1242182;33560;3068093;0,392;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;09/11/2020;1250499;33907;3092287;0,386;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;10/11/2020;1262476;34183;3120325;0,387;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;11/11/2020;1273356;34531;3148239;0,386;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;12/11/2020;1284519;34782;3175167;0,398;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;13/11/2020;1296378;35045;3203585;0,399;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;14/11/2020;1304846;35307;3223351;0,404;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;15/11/2020;1310491;35436;3234768;0,41;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;16/11/2020;1318384;35727;3258606;0,408;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;17/11/2020;1329005;36106;3284148;0,406;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;18/11/2020;1339337;36347;3311537;0,404;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;19/11/2020;1349434;36532;3339174;0,396;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;20/11/2020;1359042;36790;3366450;0,385;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;21/11/2020;1366182;36902;3384134;0,381;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;22/11/2020;1370366;37002;3394653;0,374;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;23/11/2020;1374631;37122;3406641;0,38;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;24/11/2020;1381795;37432;3430544;0,361;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;25/11/2020;1390388;37714;3456073;0,353;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;26/11/2020;1399431;37941;3481972;0,35;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;27/11/2020;1407277;38216;3506440;0,345;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;28/11/2020;1413375;38322;3523991;0,337;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
